Feature,Importance
num__F3286,0.0
num__F3288,0.0
num__F3289,0.0
num__F3291,0.0
num__F3292,0.0
num__F3293,0.0
num__F3294,0.0
num__F3295,0.0
num__F3296,0.0
num__F3297,0.0
num__F3298,0.0
num__F3299,0.0
num__F3300,0.0
num__F3301,0.0
num__F3302,0.0
num__F3303,0.0
num__F3304,0.0
num__F3305,0.0
num__F3306,0.0
num__F3307,0.0
num__F3308,0.0
num__F3309,0.0
num__F3310,0.0
num__F3311,0.0
num__F3312,0.0
num__F3313,0.0
num__F3314,0.0
num__F3315,0.0
num__F3316,0.0
num__F3317,0.0
num__F3318,0.0
num__F3319,0.0
num__F3320,0.0
num__F3321,0.0
num__F3322,0.0
num__F3323,0.0
num__F3324,0.0
num__F3325,0.0
num__F3326,0.0
num__F3327,0.0
num__F3328,0.0
num__F3329,0.0
num__F3330,0.0
num__F3331,0.0
num__F3332,0.0
num__F3333,0.0
num__F3334,0.0
num__F3335,0.0
num__F3336,0.0
num__F3337,0.0
num__F3338,0.0
num__F3339,0.0
num__F3340,0.0
num__F3342,0.0
num__F3343,0.0
num__F3345,0.0
num__F3346,0.0
num__F3347,0.0
num__F3348,0.0
num__F3349,0.0
num__F3350,0.0
num__F3351,0.0
num__F3352,0.0
num__F3353,0.0
num__F3354,0.0
num__F3355,0.0
num__F3356,0.0
num__F3357,0.0
num__F3358,0.0
num__F3359,0.0
num__F3360,0.0
num__F3361,0.0
num__F3362,0.0
num__F3363,0.0
num__F3364,0.0
num__F3365,0.0
num__F3366,0.0
num__F3367,0.0
num__F3368,0.0
num__F3369,0.0
num__F3370,0.0
num__F3371,0.0
num__F3372,0.0
num__F3373,0.0
num__F3374,0.0
num__F3375,0.0
num__F3376,0.0
num__F3377,0.0
num__F3378,0.0
num__F3379,0.0
num__F3380,0.0
num__F3381,0.0
num__F3382,0.0
num__F3383,0.0
num__F3384,0.0
num__F3385,0.0
num__F3386,0.0
num__F3387,0.0
num__F3388,0.0
num__F3389,0.0
num__F3390,0.0
num__F3391,0.0
num__F3392,0.0
num__F3393,0.0
num__F3394,0.0
num__F3395,0.0
num__F3396,0.0
num__F3397,0.0
num__F3398,0.0
num__F3399,0.0
num__F3400,0.0
num__F3401,0.0
num__F3402,0.0
num__F3403,0.0
num__F3404,0.0
num__F3405,0.0
num__F3406,0.0
num__F3407,0.0
num__F3408,0.0
num__F3409,0.0
num__F3410,0.0
num__F3411,0.0
num__F3412,0.0
num__F3413,0.0
num__F3414,0.0
num__F3415,0.0
num__F3416,0.0
num__F3417,0.0
num__F3418,0.0
num__F3419,0.0
num__F3420,0.0
num__F3421,0.0
num__F3422,0.0
num__F3423,0.0
num__F3424,0.0
num__F3425,0.0
num__F3426,0.0
num__F3427,0.0
num__F3428,0.0
num__F3429,0.0
num__F3430,0.0
num__F3431,0.0
num__F3432,0.0
num__F3434,0.0
num__F3435,0.0
num__F3436,0.0
num__F3437,0.0
num__F3438,0.0
num__F3439,0.0
num__F3440,0.0
num__F3441,0.0
num__F3442,0.0
num__F3443,0.0
num__F3444,0.0
num__F3445,0.0
num__F3446,0.0
num__F3447,0.0
num__F3448,0.0
num__F3450,0.0
num__F3451,0.0
num__F3453,0.0
num__F3454,0.0
num__F3455,0.0
num__F3456,0.0
num__F3457,0.0
num__F3458,0.0
num__F3459,0.0
num__F3460,0.0
num__F3461,0.0
num__F3462,0.0
num__F3463,0.0
num__F3464,0.0
num__F3465,0.0
num__F3466,0.0
num__F3467,0.0
num__F3468,0.0
num__F3469,0.0
num__F3470,0.0
num__F3471,0.0
num__F3472,0.0
num__F3473,0.0
num__F3475,0.0
num__F3476,0.0
num__F3477,0.0
num__F3478,0.0
num__F3479,0.0
num__F3480,0.0
num__F3481,0.0
num__F3482,0.0
num__F3483,0.0
num__F3485,0.0
num__F3486,0.0
num__F3489,0.0
num__F3491,0.0
num__F3497,0.0
num__F3499,0.0
num__F3501,0.0
num__F3508,0.0
num__F3509,0.0
num__F3510,0.0
num__F3511,0.0
num__F3512,0.0
num__F3513,0.0
num__F3514,0.0
num__F3515,0.0
num__F3516,0.0
num__F3517,0.0
num__F3518,0.0
num__F3519,0.0
num__F3521,0.0
num__F3523,0.0
num__F3524,0.0
num__F3525,0.0
num__F3527,0.0
num__F3528,0.0
num__F3529,0.0
num__F3530,0.0
num__F3538,0.0
num__F3539,0.0
num__F3540,0.0
num__F3541,0.0
num__F3542,0.0
num__F3543,0.0
num__F3544,0.0
num__F3545,0.0
num__F3546,0.0
num__F3547,0.0
num__F3548,0.0
num__F3549,0.0
num__F3550,0.0
num__F3551,0.0
num__F3552,0.0
num__F3553,0.0
num__F3554,0.0
num__F3555,0.0
num__F3556,0.0
num__F3558,0.0
num__F3559,0.0
num__F3561,0.0
num__F3562,0.0
num__F3563,0.0
num__F3564,0.0
num__F3565,0.0
num__F3566,0.0
num__F3567,0.0
num__F3568,0.0
num__F3569,0.0
num__F3570,0.0
num__F3572,0.0
num__F3573,0.0
num__F3576,0.0
num__F3577,0.0
num__F3578,0.0
num__F3579,0.0
num__F3580,0.0
num__F3581,0.0
num__F3583,0.0
num__F3584,0.0
num__F3585,0.0
num__F3586,0.0
num__F3587,0.0
num__F3588,0.0
num__F3589,0.0
num__F3590,0.0
num__F3591,0.0
num__F3592,0.0
num__F3593,0.0
num__F3594,0.0
num__F3596,0.0
num__F3597,0.0
num__F3598,0.0
num__F3605,0.0
num__F3607,0.0
num__F3609,0.0
num__F3612,0.0
num__F3616,0.0
num__F3617,0.0
num__F3618,0.0
num__F3619,0.0
num__F3620,0.0
num__F3621,0.0
num__F3622,0.0
num__F3623,0.0
num__F3624,0.0
num__F3625,0.0
num__F3626,0.0
num__F3627,0.0
num__F3628,0.0
num__F3629,0.0
num__F3632,0.0
num__F3636,0.0
num__F3637,0.0
num__F3638,0.0
num__F3639,0.0
num__F3648,0.0
num__F3649,0.0
num__F3651,0.0
num__F3652,0.0
num__F3653,0.0
num__F3654,0.0
num__F3655,0.0
num__F3656,0.0
num__F3657,0.0
num__F3659,0.0
num__F3660,0.0
num__F3662,0.0
num__F3664,0.0
num__F3666,0.0
num__F3667,0.0
num__F3669,0.0
num__F3670,0.0
num__F3671,0.0
num__F3672,0.0
num__F3673,0.0
num__F3674,0.0
num__F3675,0.0
num__F3676,0.0
num__F3677,0.0
num__F3678,0.0
num__F3679,0.0
num__F3680,0.0
num__F3681,0.0
num__F3683,0.0
num__F3684,0.0
num__F3685,0.0
num__F3686,0.0
num__F3687,0.0
num__F3688,0.0
num__F3689,0.0
num__F3691,0.0
num__F3694,0.0
num__F3695,0.0
num__F3696,0.0
num__F3697,0.0
num__F3698,0.0
num__F3699,0.0
num__F3702,0.0
num__F3704,0.0
num__F3708,0.0
num__F3712,0.0
num__F3713,0.0
num__F3714,0.0
num__F3715,0.0
num__F3716,0.0
num__F3717,0.0
num__F3719,0.0
num__F3720,0.0
num__F3722,0.0
num__F3724,0.0
num__F3725,0.0
num__F3726,0.0
num__F3728,0.0
num__F3729,0.0
num__F3730,0.0
num__F3731,0.0
num__F3732,0.0
num__F3733,0.0
num__F3734,0.0
num__F3735,0.0
num__F3736,0.0
num__F3737,0.0
num__F3738,0.0
num__F3740,0.0
num__F3744,0.0
num__F3746,0.0
num__F3752,0.0
num__F3753,0.0
num__F3756,0.0
num__F3758,0.0
num__F3759,0.0
num__F3760,0.0
num__F3761,0.0
num__F3762,0.0
num__F3763,0.0
num__F3764,0.0
num__F3765,0.0
num__F3767,0.0
num__F3768,0.0
num__F3770,0.0
num__F3772,0.0
num__F3774,0.0
num__F3775,0.0
num__F3777,0.0
num__F3778,0.0
num__F3779,0.0
num__F3780,0.0
num__F3781,0.0
num__F3782,0.0
num__F3783,0.0
num__F3784,0.0
num__F3785,0.0
num__F3786,0.0
num__F3788,0.0
num__F3789,0.0
num__F3791,0.0
num__F3792,0.0
num__F3795,0.0
num__F3797,0.0
num__F3803,0.0
num__F3809,0.0
num__F3814,0.0
num__F3815,0.0
num__F3816,0.0
num__F3821,0.0
num__F3826,0.0
num__F3828,0.0
num__F3830,0.0
num__F3833,0.0
num__F3834,0.0
num__F3835,0.0
num__F3836,0.0
num__F3837,0.0
num__F3838,0.0
num__F3846,0.0
num__F3847,0.0
num__F3848,0.0
num__F3849,0.0
num__F3855,0.0
num__F3856,0.0
num__F3857,0.0
num__F3858,0.0
num__F3860,0.0
num__F3861,0.0
num__F3862,0.0
num__F3863,0.0
num__F3864,0.0
num__F3866,0.0
num__F3870,0.0
num__F3874,0.0
num__F3875,0.0
num__F3876,0.0
num__F3879,0.0
num__F3882,0.0
num__F3883,0.0
num__F3884,0.0
num__F3885,0.0
num__F3894,0.0
num__F3896,0.0
num__F3897,0.0
num__F3902,0.0
num__F3905,0.0
num__F3906,0.0
num__F3910,0.0
num__F3915,0.0
num__F3918,0.0
cat__F3886_Agri Adv,0.0
cat__F3886_All Others,0.0
cat__F3886_Corp Adv,0.0
cat__F3886_Current,0.0
cat__F3886_Gold Loan,0.0
cat__F3886_HL,0.0
cat__F3886_ML,0.0
cat__F3886_MSME LA TDR,0.0
cat__F3886_MSME Micro,0.0
cat__F3886_MSME Small,0.0
cat__F3886_PL,0.0
cat__F3886_Retail LA TDR,0.0
cat__F3886_Retail Others,0.0
cat__F3886_Staff Loans,0.0
cat__F3886_Term Deposit,0.0
cat__F3888_1-1-1982,0.0
cat__F3888_1-1-1988,0.0
cat__F3888_1-1-1993,0.0
cat__F3888_1-1-2010,0.0
cat__F3888_1-1-2011,0.0
cat__F3888_1-1-2013,0.0
cat__F3888_1-1-2015,0.0
cat__F3888_1-1-2016,0.0
cat__F3888_1-1-2019,0.0
cat__F3888_1-1-2020,0.0
cat__F3888_1-1-2021,0.0
cat__F3888_1-10-1989,0.0
cat__F3888_1-10-2001,0.0
cat__F3888_1-10-2002,0.0
cat__F3888_1-10-2009,0.0
cat__F3888_1-10-2015,0.0
cat__F3888_1-10-2017,0.0
cat__F3888_1-10-2018,0.0
cat__F3888_1-10-2019,0.0
cat__F3888_1-10-2020,0.0
cat__F3888_1-10-2022,0.0
cat__F3888_1-10-2023,0.0
cat__F3888_1-10-2024,0.0
cat__F3888_1-10-2025,0.0
cat__F3888_1-11-1989,0.0
cat__F3888_1-11-2002,0.0
cat__F3888_1-11-2010,0.0
cat__F3888_1-11-2014,0.0
cat__F3888_1-11-2016,0.0
cat__F3888_1-11-2017,0.0
cat__F3888_1-11-2018,0.0
cat__F3888_1-11-2021,0.0
cat__F3888_1-11-2022,0.0
cat__F3888_1-11-2023,0.0
cat__F3888_1-11-2024,0.0
cat__F3888_1-12-1981,0.0
cat__F3888_1-12-2010,0.0
cat__F3888_1-12-2016,0.0
cat__F3888_1-12-2017,0.0
cat__F3888_1-12-2018,0.0
cat__F3888_1-12-2021,0.0
cat__F3888_1-12-2023,0.0
cat__F3888_1-13-2007,0.0
cat__F3888_1-13-2010,0.0
cat__F3888_1-13-2011,0.0
cat__F3888_1-13-2012,0.0
cat__F3888_1-13-2014,0.0
cat__F3888_1-13-2015,0.0
cat__F3888_1-13-2016,0.0
cat__F3888_1-13-2017,0.0
cat__F3888_1-13-2020,0.0
cat__F3888_1-13-2021,0.0
cat__F3888_1-13-2025,0.0
cat__F3888_1-14-2013,0.0
cat__F3888_1-14-2015,0.0
cat__F3888_1-14-2016,0.0
cat__F3888_1-14-2020,0.0
cat__F3888_1-14-2021,0.0
cat__F3888_1-14-2025,0.0
cat__F3888_1-15-1998,0.0
cat__F3888_1-15-2013,0.0
cat__F3888_1-15-2014,0.0
cat__F3888_1-15-2015,0.0
cat__F3888_1-15-2020,0.0
cat__F3888_1-16-2003,0.0
cat__F3888_1-16-2007,0.0
cat__F3888_1-16-2012,0.0
cat__F3888_1-16-2013,0.0
cat__F3888_1-16-2014,0.0
cat__F3888_1-16-2015,0.0
cat__F3888_1-16-2017,0.0
cat__F3888_1-16-2020,0.0
cat__F3888_1-16-2021,0.0
cat__F3888_1-16-2023,0.0
cat__F3888_1-16-2025,0.0
cat__F3888_1-17-2006,0.0
cat__F3888_1-17-2008,0.0
cat__F3888_1-17-2011,0.0
cat__F3888_1-17-2012,0.0
cat__F3888_1-17-2013,0.0
cat__F3888_1-17-2017,0.0
cat__F3888_1-17-2018,0.0
cat__F3888_1-17-2019,0.0
cat__F3888_1-17-2020,0.0
cat__F3888_1-17-2022,0.0
cat__F3888_1-17-2023,0.0
cat__F3888_1-17-2025,0.0
cat__F3888_1-18-1994,0.0
cat__F3888_1-18-1997,0.0
cat__F3888_1-18-2000,0.0
cat__F3888_1-18-2013,0.0
cat__F3888_1-18-2016,0.0
cat__F3888_1-18-2018,0.0
cat__F3888_1-18-2022,0.0
cat__F3888_1-18-2023,0.0
cat__F3888_1-18-2024,0.0
cat__F3888_1-18-2025,0.0
cat__F3888_1-19-2009,0.0
cat__F3888_1-19-2010,0.0
cat__F3888_1-19-2011,0.0
cat__F3888_1-19-2012,0.0
cat__F3888_1-19-2015,0.0
cat__F3888_1-19-2016,0.0
cat__F3888_1-19-2017,0.0
cat__F3888_1-19-2018,0.0
cat__F3888_1-19-2019,0.0
cat__F3888_1-19-2021,0.0
cat__F3888_1-2-2012,0.0
cat__F3888_1-2-2013,0.0
cat__F3888_1-2-2014,0.0
cat__F3888_1-2-2015,0.0
cat__F3888_1-2-2016,0.0
cat__F3888_1-2-2017,0.0
cat__F3888_1-2-2018,0.0
cat__F3888_1-2-2019,0.0
cat__F3888_1-2-2020,0.0
cat__F3888_1-2-2023,0.0
cat__F3888_1-2-2024,0.0
cat__F3888_1-2-2025,0.0
cat__F3888_1-20-2003,0.0
cat__F3888_1-20-2007,0.0
cat__F3888_1-20-2010,0.0
cat__F3888_1-20-2011,0.0
cat__F3888_1-20-2012,0.0
cat__F3888_1-20-2014,0.0
cat__F3888_1-20-2015,0.0
cat__F3888_1-20-2016,0.0
cat__F3888_1-20-2017,0.0
cat__F3888_1-20-2018,0.0
cat__F3888_1-20-2020,0.0
cat__F3888_1-20-2024,0.0
cat__F3888_1-20-2025,0.0
cat__F3888_1-21-2002,0.0
cat__F3888_1-21-2009,0.0
cat__F3888_1-21-2010,0.0
cat__F3888_1-21-2015,0.0
cat__F3888_1-21-2017,0.0
cat__F3888_1-21-2020,0.0
cat__F3888_1-21-2022,0.0
cat__F3888_1-21-2023,0.0
cat__F3888_1-21-2025,0.0
cat__F3888_1-22-2002,0.0
cat__F3888_1-22-2008,0.0
cat__F3888_1-22-2014,0.0
cat__F3888_1-22-2015,0.0
cat__F3888_1-22-2016,0.0
cat__F3888_1-22-2018,0.0
cat__F3888_1-22-2019,0.0
cat__F3888_1-22-2021,0.0
cat__F3888_1-22-2025,0.0
cat__F3888_1-23-2004,0.0
cat__F3888_1-23-2012,0.0
cat__F3888_1-23-2014,0.0
cat__F3888_1-23-2017,0.0
cat__F3888_1-23-2018,0.0
cat__F3888_1-23-2019,0.0
cat__F3888_1-23-2020,0.0
cat__F3888_1-23-2023,0.0
cat__F3888_1-23-2025,0.0
cat__F3888_1-24-2007,0.0
cat__F3888_1-24-2008,0.0
cat__F3888_1-24-2011,0.0
cat__F3888_1-24-2013,0.0
cat__F3888_1-24-2015,0.0
cat__F3888_1-24-2018,0.0
cat__F3888_1-24-2019,0.0
cat__F3888_1-25-1900,0.0
cat__F3888_1-25-2011,0.0
cat__F3888_1-25-2014,0.0
cat__F3888_1-25-2018,0.0
cat__F3888_1-25-2019,0.0
cat__F3888_1-25-2021,0.0
cat__F3888_1-25-2023,0.0
cat__F3888_1-25-2024,0.0
cat__F3888_1-27-1992,0.0
cat__F3888_1-27-1997,0.0
cat__F3888_1-27-2006,0.0
cat__F3888_1-27-2007,0.0
cat__F3888_1-27-2011,0.0
cat__F3888_1-27-2014,0.0
cat__F3888_1-27-2015,0.0
cat__F3888_1-27-2016,0.0
cat__F3888_1-27-2021,0.0
cat__F3888_1-27-2025,0.0
cat__F3888_1-28-1998,0.0
cat__F3888_1-28-2008,0.0
cat__F3888_1-28-2010,0.0
cat__F3888_1-28-2013,0.0
cat__F3888_1-28-2014,0.0
cat__F3888_1-28-2015,0.0
cat__F3888_1-28-2016,0.0
cat__F3888_1-28-2019,0.0
cat__F3888_1-28-2020,0.0
cat__F3888_1-29-1999,0.0
cat__F3888_1-29-2010,0.0
cat__F3888_1-29-2014,0.0
cat__F3888_1-29-2015,0.0
cat__F3888_1-29-2016,0.0
cat__F3888_1-29-2021,0.0
cat__F3888_1-29-2024,0.0
cat__F3888_1-29-2025,0.0
cat__F3888_1-3-1993,0.0
cat__F3888_1-3-2002,0.0
cat__F3888_1-3-2007,0.0
cat__F3888_1-3-2011,0.0
cat__F3888_1-3-2014,0.0
cat__F3888_1-3-2015,0.0
cat__F3888_1-3-2017,0.0
cat__F3888_1-3-2018,0.0
cat__F3888_1-3-2019,0.0
cat__F3888_1-3-2020,0.0
cat__F3888_1-3-2023,0.0
cat__F3888_1-3-2024,0.0
cat__F3888_1-3-2025,0.0
cat__F3888_1-30-2009,0.0
cat__F3888_1-30-2010,0.0
cat__F3888_1-30-2012,0.0
cat__F3888_1-30-2013,0.0
cat__F3888_1-30-2014,0.0
cat__F3888_1-30-2015,0.0
cat__F3888_1-30-2016,0.0
cat__F3888_1-30-2017,0.0
cat__F3888_1-30-2019,0.0
cat__F3888_1-30-2021,0.0
cat__F3888_1-30-2025,0.0
cat__F3888_1-31-1994,0.0
cat__F3888_1-31-2004,0.0
cat__F3888_1-31-2011,0.0
cat__F3888_1-31-2012,0.0
cat__F3888_1-31-2014,0.0
cat__F3888_1-31-2015,0.0
cat__F3888_1-31-2017,0.0
cat__F3888_1-31-2018,0.0
cat__F3888_1-31-2019,0.0
cat__F3888_1-31-2023,0.0
cat__F3888_1-31-2024,0.0
cat__F3888_1-31-2025,0.0
cat__F3888_1-4-1997,0.0
cat__F3888_1-4-2005,0.0
cat__F3888_1-4-2008,0.0
cat__F3888_1-4-2010,0.0
cat__F3888_1-4-2012,0.0
cat__F3888_1-4-2013,0.0
cat__F3888_1-4-2014,0.0
cat__F3888_1-4-2018,0.0
cat__F3888_1-4-2019,0.0
cat__F3888_1-4-2020,0.0
cat__F3888_1-4-2021,0.0
cat__F3888_1-4-2024,0.0
cat__F3888_1-4-2025,0.0
cat__F3888_1-5-2006,0.0
cat__F3888_1-5-2007,0.0
cat__F3888_1-5-2009,0.0
cat__F3888_1-5-2012,0.0
cat__F3888_1-5-2013,0.0
cat__F3888_1-5-2015,0.0
cat__F3888_1-5-2017,0.0
cat__F3888_1-5-2021,0.0
cat__F3888_1-5-2022,0.0
cat__F3888_1-5-2024,0.0
cat__F3888_1-6-1965,0.0
cat__F3888_1-6-2001,0.0
cat__F3888_1-6-2005,0.0
cat__F3888_1-6-2009,0.0
cat__F3888_1-6-2010,0.0
cat__F3888_1-6-2012,0.0
cat__F3888_1-6-2014,0.0
cat__F3888_1-6-2015,0.0
cat__F3888_1-6-2016,0.0
cat__F3888_1-6-2017,0.0
cat__F3888_1-6-2018,0.0
cat__F3888_1-6-2021,0.0
cat__F3888_1-6-2022,0.0
cat__F3888_1-6-2023,0.0
cat__F3888_1-6-2025,0.0
cat__F3888_1-7-1982,0.0
cat__F3888_1-7-1997,0.0
cat__F3888_1-7-2010,0.0
cat__F3888_1-7-2011,0.0
cat__F3888_1-7-2013,0.0
cat__F3888_1-7-2014,0.0
cat__F3888_1-7-2015,0.0
cat__F3888_1-7-2016,0.0
cat__F3888_1-7-2017,0.0
cat__F3888_1-7-2019,0.0
cat__F3888_1-7-2020,0.0
cat__F3888_1-7-2021,0.0
cat__F3888_1-7-2022,0.0
cat__F3888_1-8-1997,0.0
cat__F3888_1-8-2002,0.0
cat__F3888_1-8-2007,0.0
cat__F3888_1-8-2008,0.0
cat__F3888_1-8-2011,0.0
cat__F3888_1-8-2014,0.0
cat__F3888_1-8-2015,0.0
cat__F3888_1-8-2021,0.0
cat__F3888_1-8-2025,0.0
cat__F3888_1-9-1993,0.0
cat__F3888_1-9-2002,0.0
cat__F3888_1-9-2007,0.0
cat__F3888_1-9-2008,0.0
cat__F3888_1-9-2012,0.0
cat__F3888_1-9-2013,0.0
cat__F3888_1-9-2014,0.0
cat__F3888_1-9-2017,0.0
cat__F3888_1-9-2018,0.0
cat__F3888_1-9-2020,0.0
cat__F3888_1-9-2023,0.0
cat__F3888_1-9-2024,0.0
cat__F3888_1-9-2025,0.0
cat__F3888_10-1-1987,0.0
cat__F3888_10-1-2007,0.0
cat__F3888_10-1-2009,0.0
cat__F3888_10-1-2010,0.0
cat__F3888_10-1-2012,0.0
cat__F3888_10-1-2013,0.0
cat__F3888_10-1-2014,0.0
cat__F3888_10-1-2016,0.0
cat__F3888_10-1-2019,0.0
cat__F3888_10-1-2020,0.0
cat__F3888_10-1-2021,0.0
cat__F3888_10-1-2022,0.0
cat__F3888_10-1-2024,0.0
cat__F3888_10-1-2025,0.0
cat__F3888_10-10-1996,0.0
cat__F3888_10-10-2009,0.0
cat__F3888_10-10-2011,0.0
cat__F3888_10-10-2013,0.0
cat__F3888_10-10-2014,0.0
cat__F3888_10-10-2017,0.0
cat__F3888_10-10-2018,0.0
cat__F3888_10-10-2022,0.0
cat__F3888_10-10-2024,0.0
cat__F3888_10-10-2025,0.0
cat__F3888_10-11-2007,0.0
cat__F3888_10-11-2008,0.0
cat__F3888_10-11-2011,0.0
cat__F3888_10-11-2012,0.0
cat__F3888_10-11-2013,0.0
cat__F3888_10-11-2017,0.0
cat__F3888_10-11-2018,0.0
cat__F3888_10-11-2021,0.0
cat__F3888_10-11-2023,0.0
cat__F3888_10-11-2024,0.0
cat__F3888_10-12-1987,0.0
cat__F3888_10-12-2002,0.0
cat__F3888_10-12-2012,0.0
cat__F3888_10-12-2013,0.0
cat__F3888_10-12-2015,0.0
cat__F3888_10-12-2017,0.0
cat__F3888_10-12-2018,0.0
cat__F3888_10-12-2020,0.0
cat__F3888_10-12-2021,0.0
cat__F3888_10-12-2022,0.0
cat__F3888_10-12-2023,0.0
cat__F3888_10-13-2005,0.0
cat__F3888_10-13-2008,0.0
cat__F3888_10-13-2010,0.0
cat__F3888_10-13-2012,0.0
cat__F3888_10-13-2014,0.0
cat__F3888_10-13-2015,0.0
cat__F3888_10-13-2017,0.0
cat__F3888_10-13-2020,0.0
cat__F3888_10-13-2021,0.0
cat__F3888_10-13-2023,0.0
cat__F3888_10-13-2025,0.0
cat__F3888_10-14-1965,0.0
cat__F3888_10-14-2010,0.0
cat__F3888_10-14-2011,0.0
cat__F3888_10-14-2014,0.0
cat__F3888_10-14-2015,0.0
cat__F3888_10-14-2016,0.0
cat__F3888_10-14-2021,0.0
cat__F3888_10-14-2022,0.0
cat__F3888_10-14-2025,0.0
cat__F3888_10-15-1991,0.0
cat__F3888_10-15-2007,0.0
cat__F3888_10-15-2008,0.0
cat__F3888_10-15-2011,0.0
cat__F3888_10-15-2012,0.0
cat__F3888_10-15-2014,0.0
cat__F3888_10-15-2015,0.0
cat__F3888_10-15-2016,0.0
cat__F3888_10-15-2019,0.0
cat__F3888_10-15-2020,0.0
cat__F3888_10-15-2022,0.0
cat__F3888_10-15-2024,0.0
cat__F3888_10-15-2025,0.0
cat__F3888_10-16-2002,0.0
cat__F3888_10-16-2003,0.0
cat__F3888_10-16-2008,0.0
cat__F3888_10-16-2012,0.0
cat__F3888_10-16-2013,0.0
cat__F3888_10-16-2014,0.0
cat__F3888_10-16-2015,0.0
cat__F3888_10-16-2018,0.0
cat__F3888_10-16-2021,0.0
cat__F3888_10-16-2023,0.0
cat__F3888_10-16-2024,0.0
cat__F3888_10-16-2025,0.0
cat__F3888_10-17-2002,0.0
cat__F3888_10-17-2005,0.0
cat__F3888_10-17-2011,0.0
cat__F3888_10-17-2014,0.0
cat__F3888_10-17-2015,0.0
cat__F3888_10-17-2016,0.0
cat__F3888_10-17-2018,0.0
cat__F3888_10-17-2019,0.0
cat__F3888_10-17-2020,0.0
cat__F3888_10-17-2023,0.0
cat__F3888_10-17-2024,0.0
cat__F3888_10-17-2025,0.0
cat__F3888_10-18-1991,0.0
cat__F3888_10-18-2005,0.0
cat__F3888_10-18-2006,0.0
cat__F3888_10-18-2010,0.0
cat__F3888_10-18-2011,0.0
cat__F3888_10-18-2012,0.0
cat__F3888_10-18-2013,0.0
cat__F3888_10-18-2014,0.0
cat__F3888_10-18-2016,0.0
cat__F3888_10-18-2017,0.0
cat__F3888_10-18-2021,0.0
cat__F3888_10-18-2022,0.0
cat__F3888_10-18-2023,0.0
cat__F3888_10-18-2025,0.0
cat__F3888_10-19-2002,0.0
cat__F3888_10-19-2009,0.0
cat__F3888_10-19-2013,0.0
cat__F3888_10-19-2015,0.0
cat__F3888_10-19-2016,0.0
cat__F3888_10-19-2019,0.0
cat__F3888_10-19-2020,0.0
cat__F3888_10-19-2021,0.0
cat__F3888_10-19-2024,0.0
cat__F3888_10-20-1984,0.0
cat__F3888_10-20-1999,0.0
cat__F3888_10-20-2003,0.0
cat__F3888_10-20-2006,0.0
cat__F3888_10-20-2009,0.0
cat__F3888_10-20-2010,0.0
cat__F3888_10-20-2015,0.0
cat__F3888_10-20-2016,0.0
cat__F3888_10-20-2018,0.0
num__F26,0.0
cat__F3888_10-20-2022,0.0
cat__F3888_10-20-2023,0.0
cat__F3888_10-20-2025,0.0
cat__F3888_10-21-1999,0.0
cat__F3888_10-21-2010,0.0
cat__F3888_10-21-2011,0.0
cat__F3888_10-21-2013,0.0
cat__F3888_10-21-2015,0.0
cat__F3888_10-21-2016,0.0
cat__F3888_10-21-2019,0.0
cat__F3888_10-21-2021,0.0
cat__F3888_10-21-2023,0.0
cat__F3888_10-21-2024,0.0
cat__F3888_10-21-2025,0.0
cat__F3888_10-22-2002,0.0
cat__F3888_10-22-2003,0.0
cat__F3888_10-22-2005,0.0
cat__F3888_10-22-2012,0.0
cat__F3888_10-22-2014,0.0
cat__F3888_10-22-2018,0.0
cat__F3888_10-22-2020,0.0
cat__F3888_10-22-2025,0.0
cat__F3888_10-23-2006,0.0
cat__F3888_10-23-2008,0.0
cat__F3888_10-23-2010,0.0
cat__F3888_10-23-2013,0.0
cat__F3888_10-23-2015,0.0
cat__F3888_10-23-2018,0.0
cat__F3888_10-23-2019,0.0
cat__F3888_10-23-2020,0.0
cat__F3888_10-23-2024,0.0
cat__F3888_10-23-2025,0.0
cat__F3888_10-24-2000,0.0
cat__F3888_10-24-2011,0.0
cat__F3888_10-24-2013,0.0
cat__F3888_10-24-2016,0.0
cat__F3888_10-24-2017,0.0
cat__F3888_10-24-2018,0.0
cat__F3888_10-24-2019,0.0
cat__F3888_10-24-2024,0.0
cat__F3888_10-24-2025,0.0
cat__F3888_10-25-2011,0.0
cat__F3888_10-25-2013,0.0
cat__F3888_10-25-2016,0.0
cat__F3888_10-25-2017,0.0
cat__F3888_10-25-2018,0.0
cat__F3888_10-25-2021,0.0
cat__F3888_10-25-2023,0.0
cat__F3888_10-25-2024,0.0
cat__F3888_10-26-2005,0.0
cat__F3888_10-26-2006,0.0
cat__F3888_10-26-2009,0.0
cat__F3888_10-26-2010,0.0
cat__F3888_10-26-2012,0.0
cat__F3888_10-26-2015,0.0
cat__F3888_10-26-2016,0.0
cat__F3888_10-26-2018,0.0
cat__F3888_10-26-2020,0.0
cat__F3888_10-26-2021,0.0
cat__F3888_10-27-2009,0.0
cat__F3888_10-27-2012,0.0
cat__F3888_10-27-2014,0.0
cat__F3888_10-27-2016,0.0
cat__F3888_10-27-2020,0.0
cat__F3888_10-27-2021,0.0
cat__F3888_10-27-2023,0.0
cat__F3888_10-27-2025,0.0
cat__F3888_10-28-1999,0.0
cat__F3888_10-28-2010,0.0
num__F1,0.0
cat__F3888_10-28-2013,0.0
cat__F3888_10-28-2014,0.0
